cluster,gene,p_val,p_val_adj,avg_log2FC,pct.1,pct.2
1,Ephx4,5.360295546980892e-6,0.14095433170340954,-1.8860395824241967,0.429,0.752
1,Plekha6,5.4185787235521826e-6,0.1424869461145282,0.6558169637397047,1,0.959
1,Sema6a,5.760735717567865e-6,0.15148430642916458,1.0539016014748546,0.971,0.841
1,Rxrg,5.959752872921118e-6,0.1567176615463337,0.792919725009833,1,0.882
1,Clmp,6.288976171243107e-6,0.16537491739900875,0.7317903822804999,0.971,0.927
1,Chd3,6.349522815277749e-6,0.16696705195054368,0.715896075567616,1,0.988
1,Ift122,6.656363405582586e-6,0.1750357321131997,0.8210183178261277,0.971,0.976
1,Derl1,6.687091890542295e-6,0.1758437683537002,0.4150334831132394,1,0.988
1,Usp11,6.713650047455203e-6,0.176542141647882,1.1196872766510158,1,0.935
1,Fam89a,6.779171990734512e-6,0.1782651066683547,0.7396220210947133,1,0.939
1,Cd63,6.806320959334099e-6,0.17897901594664947,0.23860753744713215,1,0.988
1,Myadm,7.163353987377809e-6,0.18836755645208686,0.9168482645135327,1,0.984
1,Sbds,7.205560080870401e-6,0.18947740788656806,0.5759742897042015,1,0.996
1,Rnh1,7.320991565802916e-6,0.19251279421435347,0.5904401526227137,1,0.996
1,Hebp2,7.32276250153583e-6,0.19255936274038618,-2.245884136670946,0.4,0.78
1,Sgo2a,7.4418576244790745e-6,0.19569108809330174,-1.9103845521129135,0.257,0.626
1,Dgkb,7.55080704725415e-6,0.19855602211459514,-3.7730965543511124,0.2,0.565
1,Xaf1,7.579552777059208e-6,0.19931191982554894,0.7548097861318288,1,1
1,Cdh1,7.600296848095002e-6,0.19985740591750617,0.7226261714840128,1,0.923
1,B2m,7.714646927065036e-6,0.2028643555941022,0.45333615725058785,1,1
1,Abi3bp,7.719173423724125e-6,0.2029833843502496,1.3545410436961594,0.886,0.626
1,Npm1,7.915517164797233e-6,0.20814643936550806,0.17346036065870152,1,1
1,Syndig1l,8.331987692627825e-6,0.21909794836534127,0.7492988820066833,1,0.951
